Site,Genus,species,ID,individual_ID,date_collected,cutting_ID,bud_ID,bud_location,bud_location_notes,bud_BBCH,node_number_1,node_number_2,node_number_3,bud_width,bud_length,date_measure,photo_file,date_dry,stem_diameter,bud_mass,date_mass,date_fixed,scale_number,scale_note,bud_type,leaf_number,leaf_primordia_number,whorl_number,vernation_note,aestivation_note,notes_misc
Harvard Forest,Fagus,grandifolia,9,FAGGRA09_HF,22-Jan-15,X,14,Lateral,,0,4,5,4,0.81,0.77,2015-02-20,,,2.98,,,2015-02-24,,,,,,,,,
Harvard Forest,Fagus,grandifolia,10,FAGGRA10_HF,22-Jan-15,W,1,Terminal,Terminal bud with leaf scar,0,6,5,5,2.49,14.88,2015-02-02,,2015-02-02,,,,,,,,,,,,,
Harvard Forest,Fagus,grandifolia,10,FAGGRA10_HF,22-Jan-15,W,2,Lateral,,0,6,5,5,2.14,13.98,2015-02-02,,2015-02-02,,,,,,,,,,,,,
Harvard Forest,Fagus,grandifolia,10,FAGGRA10_HF,22-Jan-15,W,3,Lateral,,0,6,5,5,1.9,12.19,2015-02-02,,2015-02-02,,,,,,,,,,,,,
Harvard Forest,Fagus,grandifolia,10,FAGGRA10_HF,22-Jan-15,W,4,Lateral,,0,6,5,5,0.62,0.4,2015-02-02,,2015-02-02,,,,,,,,,,,,,
Harvard Forest,Fagus,grandifolia,10,FAGGRA10_HF,22-Jan-15,W,5,Lateral,,0,6,5,5,0.73,0.77,2015-02-02,,2015-02-02,,,,,,,,,,,,,
Harvard Forest,Fagus,grandifolia,10,FAGGRA10_HF,22-Jan-15,W,6,Lateral,,0,6,5,5,0.64,0.44,2015-02-02,,2015-02-02,,,,,,,,,,,,,
Harvard Forest,Fagus,grandifolia,10,FAGGRA10_HF,22-Jan-15,W,7,Lateral,,0,6,5,5,0.83,0.66,2015-02-02,,2015-02-02,,,,,,,,,,,,,
Harvard Forest,Fagus,grandifolia,10,FAGGRA10_HF,22-Jan-15,W,8,Terminal_twig,Terminal bud with leaf scar on twig,0,6,5,5,2.53,16.11,2015-02-02,,2015-02-02,,,,,,,,,,,,,
Harvard Forest,Fagus,grandifolia,10,FAGGRA10_HF,22-Jan-15,X,1,Terminal,Terminal bud with leaf scar,0,4,4,5,2.59,17,2015-02-02,,2015-02-02,2.96,,,2015-02-24,,,,,,,,,
Harvard Forest,Fagus,grandifolia,10,FAGGRA10_HF,22-Jan-15,X,2,Terminal_twig,Terminal bud with leaf scar on twig,0,4,4,5,1.97,12.59,2015-02-02,,2015-02-02,2.96,,,2015-02-24,,,,,,,,,
Harvard Forest,Fagus,grandifolia,10,FAGGRA10_HF,22-Jan-15,X,3,Lateral,,0,4,4,5,0.91,1.07,2015-02-02,,2015-02-02,2.96,,,2015-02-24,,,,,,,,,
Harvard Forest,Fagus,grandifolia,10,FAGGRA10_HF,22-Jan-15,X,4,Terminal_twig,Terminal bud with leaf scar on twig,0,4,4,5,2.1,12.16,2015-02-02,,2015-02-02,2.96,,,2015-02-24,,,,,,,,,
Harvard Forest,Fagus,grandifolia,10,FAGGRA10_HF,22-Jan-15,X,5,Terminal_twig,Terminal bud with leaf scar on twig,0,4,4,5,2.2,13.71,2015-02-02,,2015-02-02,2.96,,,2015-02-24,,,,,,,,,
Harvard Forest,Fagus,grandifolia,10,FAGGRA10_HF,22-Jan-15,X,6,Terminal_twig,Terminal bud with leaf scar on twig,0,4,4,5,2.24,14.88,2015-02-02,,2015-02-02,2.96,,,2015-02-24,,,,,,,,,
Harvard Forest,Fagus,grandifolia,11,FAGGRA11_HF,22-Jan-15,W,1,Terminal_twig,Terminal bud with leaf scar on twig,0,3,3,4,2.12,15.04,2015-02-02,,2015-02-02,,,,,,,,,,,,,
Harvard Forest,Fagus,grandifolia,11,FAGGRA11_HF,22-Jan-15,W,2,Terminal_twig,Terminal bud with leaf scar on twig,0,3,3,4,1.92,12.81,2015-02-02,,2015-02-02,,,,,,,,,,,,,
Harvard Forest,Fagus,grandifolia,11,FAGGRA11_HF,22-Jan-15,W,3,Lateral,,0,3,3,4,0.79,0.92,2015-02-02,,2015-02-02,,,,,,,,,,,,,
Harvard Forest,Fagus,grandifolia,11,FAGGRA11_HF,22-Jan-15,X,1,Terminal,Terminal bud with leaf scar,0,4,5,4,2.26,16.23,2015-02-02,,2015-02-02,2.94,,,2015-02-24,,,,,,,,,
Harvard Forest,Fagus,grandifolia,11,FAGGRA11_HF,22-Jan-15,X,2,Lateral,,0,4,5,4,1.18,13.32,2015-02-02,,2015-02-02,2.94,,,2015-02-24,,,,,,,,,
Harvard Forest,Fagus,grandifolia,11,FAGGRA11_HF,22-Jan-15,X,3,Lateral,,0,4,5,4,0.9,1.11,2015-02-02,,2015-02-02,2.94,,,2015-02-24,,,,,,,,,
Harvard Forest,Fagus,grandifolia,11,FAGGRA11_HF,22-Jan-15,X,4,Terminal_twig,Terminal bud with leaf scar on twig,0,4,5,4,2.09,14.87,2015-02-02,,2015-02-02,2.94,,,2015-02-24,,,,,,,,,
Harvard Forest,Fagus,grandifolia,11,FAGGRA11_HF,22-Jan-15,X,5,Terminal_twig,Terminal bud with leaf scar on twig,0,4,5,4,1.85,12.72,2015-02-02,,2015-02-02,2.94,,,2015-02-24,,,,,,,,,
Harvard Forest,Fagus,grandifolia,11,FAGGRA11_HF,22-Jan-15,X,6,Lateral,,0,4,5,4,0.72,0.85,2015-02-02,,2015-02-02,2.94,,,2015-02-24,,,,,,,,,
Harvard Forest,Fagus,grandifolia,13,FAGGRA13_HF,22-Jan-15,W,1,Terminal,Terminal bud with leaf scar,0,6,4,6,3.09,18.03,2015-02-02,,2015-02-02,,,,,,,,,,,,,
Harvard Forest,Fagus,grandifolia,13,FAGGRA13_HF,22-Jan-15,W,2,Lateral,,0,6,4,6,2.84,17.85,2015-02-02,,2015-02-02,,,,,,,,,,,,,
Harvard Forest,Fagus,grandifolia,13,FAGGRA13_HF,22-Jan-15,W,3,Lateral,,0,6,4,6,2.35,16.15,2015-02-02,,2015-02-02,,,,,,,,,,,,,
Harvard Forest,Fagus,grandifolia,13,FAGGRA13_HF,22-Jan-15,W,4,Lateral,,0,6,4,6,1.79,11.44,2015-02-02,,2015-02-02,,,,,,,,,,,,,
Harvard Forest,Fagus,grandifolia,13,FAGGRA13_HF,22-Jan-15,W,5,Lateral,,0,6,4,6,0.72,0.76,2015-02-02,,2015-02-02,,,,,,,,,,,,,
Harvard Forest,Fagus,grandifolia,13,FAGGRA13_HF,22-Jan-15,W,6,Terminal_twig,,0,6,4,6,2.13,12.28,2015-02-02,,2015-02-02,,,,,,,,,,,,,
Harvard Forest,Fagus,grandifolia,13,FAGGRA13_HF,22-Jan-15,W,7,Lateral,,0,6,4,6,0.86,1.63,2015-02-02,,2015-02-02,,,,,,,,,,,,,
Harvard Forest,Fagus,grandifolia,13,FAGGRA13_HF,22-Jan-15,W,8,Terminal_twig,,0,6,4,6,2.71,14.52,2015-02-02,,2015-02-02,,,,,,,,,,,,,
Harvard Forest,Fagus,grandifolia,13,FAGGRA13_HF,22-Jan-15,X,1,Terminal,Terminal bud with leaf scar,0,7,4,4,3.15,17.24,2015-02-02,,2015-02-02,3.16,,,2015-02-24,,,,,,,,,
Harvard Forest,Fagus,grandifolia,13,FAGGRA13_HF,22-Jan-15,X,2,Lateral,,0,7,4,4,2.94,16.53,2015-02-02,,2015-02-02,3.16,,,2015-02-24,,,,,,,,,
Harvard Forest,Fagus,grandifolia,13,FAGGRA13_HF,22-Jan-15,X,3,Lateral,,0,7,4,4,2.76,17.79,2015-02-02,,2015-02-02,3.16,,,2015-02-24,,,,,,,,,
Harvard Forest,Fagus,grandifolia,13,FAGGRA13_HF,22-Jan-15,X,4,Lateral,,0,7,4,4,1.5,10.79,2015-02-02,,2015-02-02,3.16,,,2015-02-24,,,,,,,,,
Harvard Forest,Fagus,grandifolia,13,FAGGRA13_HF,22-Jan-15,X,5,Lateral,,0,7,4,4,0.72,1.01,2015-02-02,,2015-02-02,3.16,,,2015-02-24,,,,,,,,,
Harvard Forest,Fagus,grandifolia,13,FAGGRA13_HF,22-Jan-15,X,6,Terminal_twig,,0,7,4,4,1.99,11.88,2015-02-02,,2015-02-02,3.16,,,2015-02-24,,,,,,,,,
Harvard Forest,Fagus,grandifolia,13,FAGGRA13_HF,22-Jan-15,X,7,Lateral,,0,7,4,4,0.8,0.95,2015-02-02,,2015-02-02,3.16,,,2015-02-24,,,,,,,,,
Harvard Forest,Fagus,grandifolia,13,FAGGRA13_HF,22-Jan-15,X,8,Lateral,,0,7,4,4,0.6,0.72,2015-02-02,,2015-02-02,3.16,,,2015-02-24,,,,,,,,,
Harvard Forest,Fagus,grandifolia,13,FAGGRA13_HF,22-Jan-15,X,9,Lateral,,0,7,4,4,1.05,1.57,2015-02-02,,2015-02-02,3.16,,,2015-02-24,,,,,,,,,
Harvard Forest,Fagus,grandifolia,14,FAGGRA14_HF,21-Jan-15,W,1,Terminal,Terminal bud with leaf scar,0,6,5,4,2.31,16.41,2015-02-02,,2015-02-02,,,,,,,,,,,,,
Harvard Forest,Fagus,grandifolia,14,FAGGRA14_HF,21-Jan-15,W,2,Lateral,,0,6,5,4,1.91,12.26,2015-02-02,,2015-02-02,,,,,,,,,,,,,
Harvard Forest,Fagus,grandifolia,14,FAGGRA14_HF,21-Jan-15,W,3,Lateral,,0,6,5,4,1.83,11.5,2015-02-02,,2015-02-02,,,,,,,,,,,,,
Harvard Forest,Fagus,grandifolia,14,FAGGRA14_HF,21-Jan-15,W,4,Lateral,,0,6,5,4,1.09,2.49,2015-02-02,,2015-02-02,,,,,,,,,,,,,
Harvard Forest,Fagus,grandifolia,14,FAGGRA14_HF,21-Jan-15,W,5,Lateral,,0,6,5,4,0.62,0.54,2015-02-02,,2015-02-02,,,,,,,,,,,,,
Harvard Forest,Fagus,grandifolia,14,FAGGRA14_HF,21-Jan-15,W,6,Lateral,,0,6,5,4,0.51,33,2015-02-02,,2015-02-02,,,,,,,,,,,,,
Harvard Forest,Fagus,grandifolia,14,FAGGRA14_HF,21-Jan-15,W,7,Terminal_twig,,0,6,5,4,2.25,13.01,2015-02-02,,2015-02-02,,,,,,,,,,,,,
Harvard Forest,Fagus,grandifolia,14,FAGGRA14_HF,21-Jan-15,W,8,Terminal_twig,,0,6,5,4,1.59,11.02,2015-02-02,,2015-02-02,,,,,,,,,,,,,
Harvard Forest,Fagus,grandifolia,14,FAGGRA14_HF,21-Jan-15,X,1,Terminal,Terminal bud with leaf scar on twig,0,7,5,3,2.77,18.74,2015-02-02,,2015-02-02,2.5,,,2015-02-24,,,,,,,,,
Harvard Forest,Fagus,grandifolia,14,FAGGRA14_HF,21-Jan-15,X,2,Lateral,,0,7,5,3,2.17,14.72,2015-02-02,,2015-02-02,2.5,,,2015-02-24,,,,,,,,,
Harvard Forest,Fagus,grandifolia,14,FAGGRA14_HF,21-Jan-15,X,3,Lateral,,0,7,5,3,1.73,12.74,2015-02-02,,2015-02-02,2.5,,,2015-02-24,,,,,,,,,
Harvard Forest,Fagus,grandifolia,14,FAGGRA14_HF,21-Jan-15,X,4,Lateral,,0,7,5,3,1.3,9.04,2015-02-02,,2015-02-02,2.5,,,2015-02-24,,,,,,,,,
Harvard Forest,Fagus,grandifolia,14,FAGGRA14_HF,21-Jan-15,X,5,Lateral,,0,7,5,3,0.77,0.91,2015-02-02,,2015-02-02,2.5,,,2015-02-24,,,,,,,,,
Harvard Forest,Fagus,grandifolia,14,FAGGRA14_HF,21-Jan-15,X,6,Terminal_twig,,0,7,5,3,2.04,12.93,2015-02-02,,2015-02-02,2.5,,,2015-02-24,,,,,,,,,
Harvard Forest,Fagus,grandifolia,14,FAGGRA14_HF,21-Jan-15,X,7,Lateral,,0,7,5,3,0.54,0.43,2015-02-02,,2015-02-02,2.5,,,2015-02-24,,,,,,,,,
Harvard Forest,Fagus,grandifolia,14,FAGGRA14_HF,21-Jan-15,X,8,Lateral,,0,7,5,3,0.69,0.97,2015-02-02,,2015-02-02,2.5,,,2015-02-24,,,,,,,,,
Harvard Forest,Fraxinus,nigra,1,FRANIG01_HF,22-Jan-15,W,1,Terminal,"Terminal, big!",0,2,2,3,5.83,5.42,2015-01-29,,2015-01-29,,0.027,2015-04-03,,,,,,,,,,
Harvard Forest,Fraxinus,nigra,1,FRANIG01_HF,22-Jan-15,W,2,Lateral,opposite 3,0,2,2,3,2.45,1.62,2015-01-29,,2015-01-29,,<0.001,2015-04-03,,,,,,,,,,
Harvard Forest,Fraxinus,nigra,1,FRANIG01_HF,22-Jan-15,W,3,Lateral,opposite 2,0,2,2,3,2.06,1.8,2015-01-29,,2015-01-29,,<0.001,2015-04-03,,,,,,,,,,
Harvard Forest,Fraxinus,nigra,1,FRANIG01_HF,22-Jan-15,W,4,Lateral,opposite dead bud,0,2,2,3,1.37,1.13,2015-01-29,,2015-01-29,,<0.001,2015-04-03,,,,,,,,,,
Harvard Forest,Fraxinus,nigra,1,FRANIG01_HF,22-Jan-15,W,5,Lateral,opposite dead bud,0,2,2,3,1.95,1.51,2015-01-29,,2015-01-29,,<0.001,2015-04-03,,,,,,,,,,
Harvard Forest,Fraxinus,nigra,1,FRANIG01_HF,22-Jan-15,X,1,Terminal,"Terminal, big!",0,2,2,3,6.83,6.06,2015-01-29,,,5.99,,,2015-02-24,,,,,,,,,
Harvard Forest,Fraxinus,nigra,1,FRANIG01_HF,22-Jan-15,X,2,Lateral,opposite 3,0,2,2,3,2.22,1.63,2015-01-29,,,5.99,,,2015-02-24,,,,,,,,,
Harvard Forest,Fraxinus,nigra,1,FRANIG01_HF,22-Jan-15,X,3,Lateral,opposite 2,0,2,2,3,2.53,1.86,2015-01-29,,,5.99,,,2015-02-24,,,,,,,,,
Harvard Forest,Fraxinus,nigra,1,FRANIG01_HF,22-Jan-15,X,4,Lateral,opposite 5,0,2,2,3,1.74,1.333,2015-01-29,,,5.99,,,2015-02-24,,,,,,,,,
Harvard Forest,Fraxinus,nigra,1,FRANIG01_HF,22-Jan-15,X,5,Lateral,opposite 4,0,2,2,3,1.4,1.36,2015-01-29,,,5.99,,,2015-02-24,,,,,,,,,
Harvard Forest,Fraxinus,nigra,4,FRANIG04_HF,22-Jan-15,W,1,Terminal,"Terminal, big!",0,,,,5.49,5.53,2015-01-29,,2015-01-29,,0.025,2015-04-03,,,,,,,,,,
Harvard Forest,Fraxinus,nigra,4,FRANIG04_HF,22-Jan-15,W,2,Lateral,opposite bud 3,0,,,,2.79,2.04,2015-01-29,,2015-01-29,,<0.001,2015-04-03,,,,,,,,,,
Harvard Forest,Fraxinus,nigra,4,FRANIG04_HF,22-Jan-15,W,3,Lateral,opp bud 2,0,,,,2.53,2.17,2015-01-29,,2015-01-29,,0.001,2015-04-03,,,,,,,,,,
Harvard Forest,Fraxinus,nigra,4,FRANIG04_HF,22-Jan-15,W,4,Lateral,opposite bud 5,0,,,,1.94,2,2015-01-29,,2015-01-29,,<0.001,2015-04-03,,,,,,,,,,
Harvard Forest,Fraxinus,nigra,4,FRANIG04_HF,22-Jan-15,W,5,Lateral,opposite bud 4,0,,,,2.07,1.93,2015-01-29,,2015-01-29,,<0.001,2015-04-03,,,,,,,,,,
Harvard Forest,Fraxinus,nigra,4,FRANIG04_HF,22-Jan-15,X,1,Terminal,"Terminal, big!",0,3,2,2,5.57,5.19,2015-01-29,,,5.31,,,2015-02-24,,,,,,,,,
Harvard Forest,Fraxinus,nigra,4,FRANIG04_HF,22-Jan-15,X,2,Lateral,directly lateral to terminal bud. (almost could call it an accessory bud). No bud opposite it.,0,3,2,2,2.69,2.12,2015-01-29,,,5.31,,,2015-02-24,,,,,,,,,
Harvard Forest,Fraxinus,nigra,4,FRANIG04_HF,22-Jan-15,X,3,Lateral,opp bud 4,0,3,2,2,2.05,2.32,2015-01-29,,,5.31,,,2015-02-24,,,,,,,,,
Harvard Forest,Fraxinus,nigra,4,FRANIG04_HF,22-Jan-15,X,4,Lateral,opp bud 3,0,3,2,2,1.94,2.06,2015-01-29,,,5.31,,,2015-02-24,,,,,,,,,
Harvard Forest,Fraxinus,nigra,4,FRANIG04_HF,22-Jan-15,X,5,Lateral,opp bud 6,0,3,2,2,1.52,1.14,2015-01-29,,,5.31,,,2015-02-24,,,,,,,,,
Harvard Forest,Fraxinus,nigra,4,FRANIG04_HF,22-Jan-15,X,6,Lateral,opp bud 5,0,3,2,2,1.45,1,2015-01-29,,,5.31,,,2015-02-24,,,,,,,,,
Harvard Forest,Fraxinus,nigra,4,FRANIG04_HF,22-Jan-15,X,7,Lateral,opp bud 8,0,3,2,2,2.82,2.29,2015-01-29,,,5.31,,,2015-02-24,,,,,,,,,
Harvard Forest,Fraxinus,nigra,4,FRANIG04_HF,22-Jan-15,X,8,Lateral,opp bud 7,0,3,2,2,2.95,2.28,2015-01-29,,,5.31,,,2015-02-24,,,,,,,,,
Harvard Forest,Fraxinus,nigra,4,FRANIG04_HF,22-Jan-15,X,9,Lateral,opp a dead bud.,0,3,2,2,2.25,1.93,2015-01-29,,,5.31,,,2015-02-24,,,,,,,,,
Harvard Forest,Fraxinus,nigra,6,FRANIG06_HF,22-Jan-15,W,1,Terminal,,0,3,2,3,4.83,4.31,2015-02-05,,2015-02-05,,,,,,,,,,,,,
Harvard Forest,Fraxinus,nigra,6,FRANIG06_HF,22-Jan-15,W,2,Lateral,accessory,0,3,2,3,2.1,1.46,2015-02-05,,2015-02-05,,,,,,,,,,,,,
Harvard Forest,Fraxinus,nigra,6,FRANIG06_HF,22-Jan-15,W,3,Lateral,accessory,0,3,2,3,1.64,1.26,2015-02-05,,2015-02-05,,,,,,,,,,,,,
Harvard Forest,Fraxinus,nigra,6,FRANIG06_HF,22-Jan-15,W,4,Lateral,above 1st scalw scar,0,3,2,3,1.49,1.51,2015-02-05,,2015-02-05,,,,,,,,,,,,,
Harvard Forest,Fraxinus,nigra,6,FRANIG06_HF,22-Jan-15,W,5,Lateral,below 1st scale scar,0,3,2,3,1.54,1.23,2015-02-05,,2015-02-05,,,,,,,,,,,,,
Harvard Forest,Fraxinus,nigra,6,FRANIG06_HF,22-Jan-15,X,1,Terminal_twig,longer twig,0,2,2,,5.15,4.86,2015-02-05,,,5.74,,,2015-02-24,,,,,,,,,
Harvard Forest,Fraxinus,nigra,6,FRANIG06_HF,22-Jan-15,X,2,Lateral,,0,2,2,,2.28,1.94,2015-02-05,,,5.74,,,2015-02-24,,,,,,,,,
Harvard Forest,Fraxinus,nigra,6,FRANIG06_HF,22-Jan-15,X,3,Lateral,,0,2,2,,1.77,1.32,2015-02-05,,,5.74,,,2015-02-24,,,,,,,,,
Harvard Forest,Fraxinus,nigra,6,FRANIG06_HF,22-Jan-15,X,4,Terminal_twig,shorter twig,0,2,2,,4.75,4.93,2015-02-05,,,5.74,,,2015-02-24,,,,,,,,,
Harvard Forest,Fraxinus,nigra,6,FRANIG06_HF,22-Jan-15,X,5,Lateral,"just below bud 4, maybe accessory",0,2,2,,0.69,1.06,2015-02-05,,,5.74,,,2015-02-24,,,,,,,,,
Harvard Forest,Fraxinus,nigra,6,FRANIG06_HF,22-Jan-15,X,6,Lateral,"just below bud 4, maybe accessory",0,2,2,,1.79,1.44,2015-02-05,,,5.74,,,2015-02-24,,,,,,,,,
Harvard Forest,Fraxinus,nigra,6,FRANIG06_HF,22-Jan-15,X,7,Lateral,,0,2,2,,1.24,1.01,2015-02-05,,,5.74,,,2015-02-24,,,,,,,,,
Harvard Forest,Fraxinus,nigra,6,FRANIG06_HF,22-Jan-15,X,8,Lateral,,0,2,2,,1.02,0.97,2015-02-05,,,5.74,,,2015-02-24,,,,,,,,,
Harvard Forest,Fraxinus,nigra,8,FRANIG08_HF,22-Jan-15,W,1,Terminal,,0,3,2,2,4.73,4.83,2015-02-05,,2015-02-05,,,,,,,,,,,,,
Harvard Forest,Fraxinus,nigra,8,FRANIG08_HF,22-Jan-15,W,2,Lateral,accessory,0,3,2,2,2.08,1.44,2015-02-05,,2015-02-05,,,,,,,,,,,,,
Harvard Forest,Fraxinus,nigra,8,FRANIG08_HF,22-Jan-15,W,3,Lateral,,0,3,2,2,1.91,1.06,2015-02-05,,2015-02-05,,,,,,,,,,,,,
Harvard Forest,Fraxinus,nigra,8,FRANIG08_HF,22-Jan-15,W,4,Lateral,,0,3,2,2,1.26,1.02,2015-02-05,,2015-02-05,,,,,,,,,,,,,
Harvard Forest,Fraxinus,nigra,8,FRANIG08_HF,22-Jan-15,W,5,Lateral,,0,3,2,2,1.27,0.84,2015-02-05,,2015-02-05,,,,,,,,,,,,,
Harvard Forest,Fraxinus,nigra,8,FRANIG08_HF,22-Jan-15,X,1,Terminal,,0,2,3,3,5.94,5.45,2015-02-05,,,7.11,,,2015-02-24,,,,,,,,,
Harvard Forest,Fraxinus,nigra,8,FRANIG08_HF,22-Jan-15,X,2,Lateral,,0,2,3,3,2.44,1.36,2015-02-05,,,7.11,,,2015-02-24,,,,,,,,,
Harvard Forest,Fraxinus,nigra,8,FRANIG08_HF,22-Jan-15,X,3,Lateral,,0,2,3,3,2.42,1.42,2015-02-05,,,7.11,,,2015-02-24,,,,,,,,,
Harvard Forest,Fraxinus,nigra,8,FRANIG08_HF,22-Jan-15,X,4,Lateral,,0,2,3,3,2.29,1.34,2015-02-05,,,7.11,,,2015-02-24,,,,,,,,,
Harvard Forest,Fraxinus,nigra,8,FRANIG08_HF,22-Jan-15,X,5,Lateral,,0,2,3,3,1.47,1.03,2015-02-05,,,7.11,,,2015-02-24,,,,,,,,,
Harvard Forest,Fraxinus,nigra,8,FRANIG08_HF,22-Jan-15,Y,1,Terminal_twig,,0,3,2,2,4.41,3.76,2015-04-17,,,7.43,,,,,,,,,,,,
Harvard Forest,Fraxinus,nigra,8,FRANIG08_HF,22-Jan-15,Y,2,Terminal_twig,,0,3,2,2,4.88,3.94,2015-04-17,,,7.43,,,,,,,,,,,,
Harvard Forest,Fraxinus,nigra,8,FRANIG08_HF,22-Jan-15,Z,1,Terminal,,0,3,2,2,4.56,4.09,2015-04-17,,,7.82,,,,,,,,,,,,
Harvard Forest,Hamamelis,virginiana,7,HAMVIR07_HF,22-Jan-15,W,1,Terminal,,0,,,,2.96,8.75,2015-02-12,,2015-02-12,3.48,,,,,,,,,,,,
Harvard Forest,Hamamelis,virginiana,7,HAMVIR07_HF,22-Jan-15,W,2,Lateral,,0,,,,1.67,4.06,2015-02-12,,2015-02-12,3.48,,,,,,,,,,,,
Harvard Forest,Hamamelis,virginiana,7,HAMVIR07_HF,22-Jan-15,W,3,Lateral,,0,,,,1.69,4.68,2015-02-12,,2015-02-12,3.48,,,,,,,,,,,,
Harvard Forest,Hamamelis,virginiana,7,HAMVIR07_HF,22-Jan-15,W,4,Terminal_twig,,0,,,,2.15,6.16,2015-02-12,,2015-02-12,3.48,,,,,,,,,,,,
Harvard Forest,Hamamelis,virginiana,7,HAMVIR07_HF,22-Jan-15,W,5,Lateral,,0,,,,1.34,1.86,2015-02-12,,2015-02-12,3.48,,,,,,,,,,,,
Harvard Forest,Hamamelis,virginiana,7,HAMVIR07_HF,22-Jan-15,W,6,Lateral,,0,,,,1.06,1.75,2015-02-12,,2015-02-12,3.48,,,,,,,,,,,,
Harvard Forest,Hamamelis,virginiana,7,HAMVIR07_HF,22-Jan-15,W,7,Terminal_twig,,0,,,,2.29,6.49,2015-02-12,,2015-02-12,3.48,,,,,,,,,,,,
Harvard Forest,Hamamelis,virginiana,7,HAMVIR07_HF,22-Jan-15,W,8,Lateral,,0,,,,1.08,1.71,2015-02-12,,2015-02-12,3.48,,,,,,,,,,,,
Harvard Forest,Hamamelis,virginiana,7,HAMVIR07_HF,22-Jan-15,W,9,Lateral,,0,,,,1.29,2.14,2015-02-12,,2015-02-12,3.48,,,,,,,,,,,,
Harvard Forest,Hamamelis,virginiana,7,HAMVIR07_HF,22-Jan-15,W,10,Terminal_twig,,0,,,,2.05,6.08,2015-02-12,,2015-02-12,3.48,,,,,,,,,,,,
Harvard Forest,Hamamelis,virginiana,7,HAMVIR07_HF,22-Jan-15,W,11,Lateral,,0,,,,0.89,1.47,2015-02-12,,2015-02-12,3.48,,,,,,,,,,,,
Harvard Forest,Hamamelis,virginiana,7,HAMVIR07_HF,22-Jan-15,W,12,Lateral,,0,,,,0.74,0.89,2015-02-12,,2015-02-12,3.48,,,,,,,,,,,,
Harvard Forest,Hamamelis,virginiana,7,HAMVIR07_HF,22-Jan-15,W,13,Lateral,,0,,,,0.55,0.48,2015-02-12,,2015-02-12,3.48,,,,,,,,,,,,
Harvard Forest,Hamamelis,virginiana,7,HAMVIR07_HF,22-Jan-15,X,1,Terminal,,0,,,,2.79,7.42,2015-02-12,,,5.48,,,2015-02-24,,,,,,,,,
Harvard Forest,Hamamelis,virginiana,7,HAMVIR07_HF,22-Jan-15,X,2,Lateral,,0,,,,1.41,3.37,2015-02-12,,,5.48,,,2015-02-24,,,,,,,,,
Harvard Forest,Hamamelis,virginiana,7,HAMVIR07_HF,22-Jan-15,X,3,Lateral,,0,,,,1.35,2.86,2015-02-12,,,5.48,,,2015-02-24,,,,,,,,,
Harvard Forest,Hamamelis,virginiana,7,HAMVIR07_HF,22-Jan-15,X,4,Terminal_twig,,0,,,,2.5,5.42,2015-02-12,,,5.48,,,2015-02-24,,,,,,,,,
Harvard Forest,Hamamelis,virginiana,7,HAMVIR07_HF,22-Jan-15,X,5,Lateral,,0,,,,1.23,1.52,2015-02-12,,,5.48,,,2015-02-24,,,,,,,,,
Harvard Forest,Hamamelis,virginiana,7,HAMVIR07_HF,22-Jan-15,X,6,Lateral,,0,,,,0.91,1.2,2015-02-12,,,5.48,,,2015-02-24,,,,,,,,,
Harvard Forest,Hamamelis,virginiana,7,HAMVIR07_HF,22-Jan-15,X,7,Terminal_twig,,0,,,,1.69,3.6,2015-02-12,,,5.48,,,2015-02-24,,,,,,,,,
Harvard Forest,Hamamelis,virginiana,7,HAMVIR07_HF,22-Jan-15,X,8,Terminal_twig,,0,,,,2.15,7.5,2015-02-12,,,5.48,,,2015-02-24,,,,,,,,,
Harvard Forest,Hamamelis,virginiana,7,HAMVIR07_HF,22-Jan-15,X,9,Terminal_twig,,0,,,,2.67,6.98,2015-02-12,,,5.48,,,2015-02-24,,,,,,,,,
Harvard Forest,Hamamelis,virginiana,7,HAMVIR07_HF,22-Jan-15,X,10,Lateral,,0,,,,1.12,1.87,2015-02-12,,,5.48,,,2015-02-24,,,,,,,,,
Harvard Forest,Hamamelis,virginiana,7,HAMVIR07_HF,22-Jan-15,X,11,Lateral,,0,,,,0.87,1.31,2015-02-12,,,5.48,,,2015-02-24,,,,,,,,,
Harvard Forest,Hamamelis,virginiana,7,HAMVIR07_HF,22-Jan-15,X,12,Terminal_twig,,0,,,,2.28,4.93,2015-02-12,,,5.48,,,2015-02-24,,,,,,,,,
Harvard Forest,Hamamelis,virginiana,7,HAMVIR07_HF,22-Jan-15,X,13,Lateral,,0,,,,1.15,1.68,2015-02-12,,,5.48,,,2015-02-24,,,,,,,,,
Harvard Forest,Hamamelis,virginiana,7,HAMVIR07_HF,22-Jan-15,X,14,Lateral,,0,,,,1.12,1.98,2015-02-12,,,5.48,,,2015-02-24,,,,,,,,,
Harvard Forest,Hamamelis,virginiana,7,HAMVIR07_HF,22-Jan-15,X,15,Terminal_twig,,0,,,,2.23,6.24,2015-02-12,,,5.48,,,2015-02-24,,,,,,,,,
Harvard Forest,Hamamelis,virginiana,7,HAMVIR07_HF,22-Jan-15,X,16,Lateral,,0,,,,0.8,1.07,2015-02-12,,,5.48,,,2015-02-24,,,,,,,,,
Harvard Forest,Hamamelis,virginiana,7,HAMVIR07_HF,22-Jan-15,X,17,Lateral,,0,,,,0.97,0.96,2015-02-12,,,5.48,,,2015-02-24,,,,,,,,,
